order_date,region,category,channel,customer_segment,product_id,quantity,unit_price,discount_pct,revenue,is_returning_customer,notes
2025-01-23,South,Apparel,Partner,Consumer,SKU-1098,4,97.38,0.1,350.57,True,bulk order
2024-12-30,East,Home & Kitchen,Online,Consumer,SKU-1087,2,12.87,0.1,23.17,True,
2025-04-23,East,Sports,Online,SMB,SKU-1082,10,36.07,0.2,288.56,True,bulk order
2025-07-27,West,Apparel,Marketplace,SMB,SKU-1012,9,157.96,0.0,1421.64,False,promo code applied
2026-05-06,Central,Electronics,Retail Store,SMB,SKU-1008,2,17.8,0.0,35.6,True,promo code applied
2024-12-15,South,Electronics,Marketplace,Consumer,SKU-1046,2,52.37,0.0,104.74,False,bulk order
2025-01-25,South,Toys,Retail Store,Enterprise,SKU-1052,1,131.66,0.1,118.49,False,
2025-08-14,North,Sports,Online,SMB,SKU-1039,8,36.61,0.15,248.95,True,expedited shipping requested
2025-05-02,East,Home & Kitchen,Retail Store,Consumer,SKU-1060,1,66.43,0.05,63.11,False,gift wrap
2025-11-18,South,Apparel,Online,SMB,SKU-1033,7,72.99,0.15,434.29,False,
2025-07-24,North,Sports,Partner,Consumer,SKU-1066,6,52.83,0.05,301.13,False,bulk order
2025-11-09,North,Home & Kitchen,Marketplace,Consumer,SKU-1044,4,49.97,0.0,199.88,False,
2025-12-18,North,Electronics,Retail Store,Consumer,SKU-1061,10,45.86,0.0,458.6,False,bulk order
2025-07-09,Central,Home & Kitchen,Online,Consumer,SKU-1013,7,48.13,0.15,286.37,False,
2025-06-13,West,Electronics,Online,Consumer,SKU-1119,5,77.29,0.2,309.16,True,gift wrap
2025-02-07,East,Home & Kitchen,Partner,SMB,SKU-1046,5,61.43,0.0,307.15,False,first-time customer
2025-06-20,Central,Apparel,Online,SMB,SKU-1094,3,86.2,0.05,245.67,False,
2026-02-23,Central,Electronics,Online,SMB,SKU-1101,2,82.36,0.0,164.72,False,
2025-08-08,North,Sports,Online,SMB,SKU-1053,7,102.67,0.05,682.76,False,
2025-12-26,East,Apparel,Retail Store,SMB,SKU-1106,4,6.79,0.0,27.16,False,bulk order
2025-05-24,North,Electronics,Online,Enterprise,SKU-1009,11,61.21,0.15,572.31,False,expedited shipping requested
2025-06-02,North,Home & Kitchen,Online,Consumer,SKU-1000,2,47.27,0.1,85.09,False,bulk order
2026-05-08,East,Sports,Online,Consumer,SKU-1060,10,26.0,0.05,247.0,True,
2026-01-12,West,Home & Kitchen,Online,Consumer,SKU-1064,6,59.06,0.0,354.36,False,
2026-04-08,West,Electronics,Online,Consumer,SKU-1091,11,68.62,0.0,754.82,False,
2025-01-19,West,Home & Kitchen,Retail Store,Consumer,SKU-1110,5,41.31,0.0,206.55,True,promo code applied
2026-02-28,Central,Home & Kitchen,Online,Consumer,SKU-1020,4,107.48,0.0,429.92,True,bulk order
2025-04-26,East,Toys,Online,Consumer,SKU-1065,1,50.28,0.0,50.28,True,
2025-12-29,Central,Apparel,Retail Store,Consumer,SKU-1052,9,82.37,0.0,741.33,False,
2026-03-29,Central,Electronics,Online,Enterprise,SKU-1060,7,48.33,0.15,287.56,False,gift wrap
2025-11-16,South,Home & Kitchen,Retail Store,Consumer,SKU-1053,10,107.77,0.0,1077.7,False,
2025-08-01,East,Electronics,Online,Consumer,SKU-1044,5,83.47,0.1,375.62,True,first-time customer
2025-09-29,West,Home & Kitchen,Online,Consumer,SKU-1052,11,36.78,0.0,404.58,True,
2026-01-18,Central,Home & Kitchen,Online,Consumer,SKU-1113,4,,0.0,123.48,True,
2024-12-08,East,Electronics,Online,Consumer,SKU-1112,11,48.42,0.15,452.73,False,
2026-03-13,Central,Apparel,Marketplace,Consumer,SKU-1048,10,34.37,0.2,274.96,True,
2025-02-01,South,Toys,Online,Consumer,SKU-1018,3,98.1,0.0,294.3,False,
2026-01-11,East,Apparel,Retail Store,Consumer,SKU-1108,9,26.47,0.15,202.5,True,first-time customer
2026-02-03,East,Home & Kitchen,Online,Consumer,SKU-1027,2,49.57,0.0,99.14,True,
2026-05-06,South,Electronics,Online,SMB,SKU-1050,1,81.3,0.1,73.17,False,gift wrap
2025-03-15,North,Electronics,Marketplace,Consumer,SKU-1097,5,28.14,0.0,140.7,False,
2026-02-14,East,Electronics,Online,Consumer,SKU-1002,1,70.55,0.05,67.02,True,expedited shipping requested
2025-07-12,East,Sports,Online,Consumer,SKU-1005,10,36.1,0.0,361.0,True,first-time customer
2025-01-29,North,Electronics,Online,Consumer,SKU-1064,2,50.27,0.0,100.54,False,
2025-06-03,South,Home & Kitchen,Online,SMB,SKU-1020,1,52.62,0.0,52.62,True,gift wrap
2025-09-18,North,Home & Kitchen,Online,SMB,SKU-1119,3,51.6,0.0,154.8,False,gift wrap
2026-04-21,West,Home & Kitchen,Marketplace,Consumer,SKU-1012,11,42.44,0.15,396.81,True,
2025-05-22,Central,Apparel,Retail Store,Enterprise,SKU-1010,7,33.44,0.0,234.08,True,
2025-01-27,South,Sports,Retail Store,Enterprise,SKU-1114,1,51.8,0.05,49.21,True,
2026-05-11,West ,Sports,Marketplace,SMB,SKU-1053,1,82.13,0.15,69.81,False,
2026-04-22,West,Electronics,Online,Consumer,SKU-1105,4,64.69,0.1,232.88,False,promo code applied
2026-01-06,North,Toys,Marketplace,Consumer,SKU-1016,9,25.72,0.2,185.18,False,
2025-07-09,North,Electronics,Online,Consumer,SKU-1091,6,54.08,0.0,324.48,True,
2025-10-27,East,Sports,Online,Consumer,SKU-1002,8,24.68,0.2,157.95,False,
2025-08-24,East,Electronics,Partner,Consumer,SKU-1040,5,61.07,0.0,305.35,False,
2025-07-16,East,Toys,Online,Consumer,SKU-1062,1,68.6,0.0,68.6,True,expedited shipping requested
2026-03-05,East,Electronics,Online,SMB,SKU-1040,7,22.12,0.0,154.84,False,promo code applied
2024-12-23,South,Apparel,Online,Consumer,SKU-1083,8,176.96,0.15,1203.33,False,expedited shipping requested
2025-10-24,Central,Apparel,Retail Store,Consumer,SKU-1007,10,123.29,0.1,1109.61,False,
2025-07-10,Central,Apparel,Online,Consumer,SKU-1064,4,44.16,0.0,176.64,True,expedited shipping requested
2024-12-05,East,Electronics,Online,Consumer,SKU-1031,3,12.81,0.0,38.43,True,
2025-09-30,South,Sports,Online,Consumer,SKU-1020,10,15.51,0.05,147.34,False,promo code applied
2026-03-01,Central,Sports,Marketplace,Consumer,SKU-1086,2,54.44,0.1,97.99,False,
2025-05-02,South,Sports,Retail Store,Enterprise,SKU-1017,2,55.78,0.2,89.25,True,
2025-04-12,South,Home & Kitchen,Online,Enterprise,SKU-1000,4,92.81,0.05,352.68,True,bulk order
2025-05-17,North,Apparel,Retail Store,Consumer,SKU-1077,1,34.5,0.2,27.6,True,
2026-03-22,North,Toys,Online,Consumer,SKU-1000,6,74.1,0.1,400.14,False,
2026-01-08,Central,Home & Kitchen,Online,Consumer,SKU-1038,9,127.78,0.1,1035.02,True,gift wrap
2025-06-29,West,Books,Online,Consumer,SKU-1063,11,69.31,0.1,686.17,True,
2025-06-12,Central,Apparel,Marketplace,Enterprise,SKU-1042,1,,0.0,47.1,False,
2024-12-29,North,Electronics,Marketplace,SMB,SKU-1054,7,82.76,0.2,463.46,True,gift wrap
2026-01-18,North,Electronics,Online,Consumer,SKU-1057,7,62.36,0.0,436.52,True,first-time customer
2025-01-16,South,Home & Kitchen,Online,Consumer,SKU-1016,10,28.52,0.15,242.42,False,expedited shipping requested
2025-08-07,West,Home & Kitchen,Marketplace,SMB,SKU-1084,11,17.67,0.0,194.37,False,
2026-04-09,South,Electronics,Online,SMB,SKU-1031,3,31.9,0.2,76.56,True,
2025-07-16,Central,Books,Online,Consumer,SKU-1085,1,64.04,0.2,51.23,True,
2026-05-04,East,Sports,Marketplace,SMB,SKU-1079,5,27.42,0.0,137.1,False,bulk order
2025-06-13,North,Books,Retail Store,Consumer,SKU-1067,3,23.98,0.0,71.94,False,gift wrap
2025-11-05,West,Toys,Online,Consumer,SKU-1081,10,24.06,0.0,240.6,False,
2025-10-19,East,Books,Online,Consumer,SKU-1074,10,113.86,0.05,1081.67,False,promo code applied
2025-09-12,North,Electronics,Retail Store,Consumer,SKU-1033,2,31.59,0.1,56.86,True,promo code applied
2026-03-16,West,Home & Kitchen,Retail Store,Consumer,SKU-1103,2,73.15,0.05,138.99,False,
2025-04-05,Central,Apparel,Online,SMB,SKU-1108,4,25.98,0.15,88.33,False,gift wrap
2025-04-11,North,Electronics,Online,Consumer,SKU-1025,5,70.17,0.0,350.85,False,expedited shipping requested
2026-01-18,East,Books,Online,Consumer,SKU-1092,5,81.68,0.1,367.56,True,
2025-06-19,East,Apparel,Online,Consumer,SKU-1036,6,19.25,0.0,115.5,False,
2025-04-10,Central,Home & Kitchen,Online,Consumer,SKU-1001,6,31.27,0.1,168.86,False,
2026-01-09,East,Toys,Marketplace,SMB,SKU-1034,3,67.58,0.15,172.33,False,first-time customer
2026-02-17,South,Books,Online,Consumer,SKU-1003,6,58.83,0.15,300.03,False,
2025-03-05,East,Books,Online,Consumer,SKU-1004,5,12.45,0.0,62.25,False,first-time customer
2026-01-01,West,Apparel,Partner,Enterprise,SKU-1091,2,39.6,0.0,79.2,True,
2026-02-13,South,Books,Online,Consumer,SKU-1109,5,20.22,0.0,101.1,False,expedited shipping requested
2026-04-03,West,Electronics,Retail Store,SMB,SKU-1060,6,50.91,0.1,274.91,False,
2025-09-13,West,Home & Kitchen,Online,Consumer,SKU-1009,10,41.29,0.0,412.9,False,expedited shipping requested
2025-01-24,West,Apparel,Online,SMB,SKU-1005,11,67.87,0.0,746.57,False,bulk order
2025-12-22,South,Books,Online,Consumer,SKU-1076,8,30.44,0.15,206.99,False,expedited shipping requested
2025-10-06,South,Toys,Online,SMB,SKU-1028,1,81.06,0.0,81.06,True,first-time customer
2025-03-26,Central,Sports,Marketplace,Consumer,SKU-1101,3,76.29,0.0,228.87,False,promo code applied
2026-01-30,South,Apparel,Retail Store,Consumer,SKU-1008,1,29.89,0.15,25.41,True,bulk order
2025-10-14,West,Apparel,Online,SMB,SKU-1103,4,33.83,0.1,121.79,False,promo code applied
2024-12-18,South,Toys,Partner,SMB,SKU-1023,7,95.06,0.0,665.42,False,
2025-05-24,North,Apparel,Retail Store,Consumer,SKU-1034,7,30.38,0.15,180.76,False,promo code applied
2025-02-24,South,Apparel,Online,Consumer,SKU-1107,1,53.77,0.1,48.39,True,
2025-01-02,West,Home & Kitchen,Partner,Consumer,SKU-1093,9,68.02,0.0,612.18,False,promo code applied
2025-10-04,West,Home & Kitchen,Online,Consumer,SKU-1111,8,74.52,0.15,506.74,False,
2025-10-02,South,Apparel,Retail Store,Consumer,SKU-1072,7,41.7,0.0,291.9,True,promo code applied
2025-04-12,North,Home & Kitchen,Online,Consumer,SKU-1066,11,53.91,0.0,593.01,False,
2025-08-05,North,Electronics,Online,Consumer,SKU-1066,2,52.2,0.05,99.18,True,
2025-12-04,West,Home & Kitchen,Marketplace,SMB,SKU-1057,9,69.67,0.0,627.03,False,expedited shipping requested
2025-03-08,West,Home & Kitchen,Online,Consumer,SKU-1093,3,53.88,0.05,153.56,False,
2025-06-24,East,Apparel,Online,Consumer,SKU-1050,2,28.85,0.1,51.93,False,expedited shipping requested
2025-06-03,South,Apparel,Partner,SMB,SKU-1087,4,49.75,0.2,159.2,False,
2025-09-13,Central,Home & Kitchen,Online,Consumer,SKU-1052,6,41.09,0.2,197.23,False,gift wrap
2026-03-23,North,Toys,Online,Consumer,SKU-1071,8,130.36,0.15,886.45,False,expedited shipping requested
2026-04-20,Central,Electronics,Online,SMB,SKU-1072,3,24.16,0.1,65.23,False,expedited shipping requested
2026-04-25,Central,Electronics,Retail Store,Consumer,SKU-1089,5,21.43,0.1,96.44,True,expedited shipping requested
2026-03-16,East,Sports,Retail Store,Consumer,SKU-1085,9,105.64,0.15,808.15,False,
2025-11-13,South,Electronics,Partner,Consumer,SKU-1038,5,35.67,0.05,169.43,False,expedited shipping requested
2025-01-02,Central,Apparel,Retail Store,Enterprise,SKU-1033,10,110.84,0.0,1108.4,False,promo code applied
2025-04-11,East,Apparel,Online,Consumer,SKU-1105,4,10.82,0.0,43.28,False,
2025-03-15,West,Home & Kitchen,Marketplace,Consumer,SKU-1004,5,97.77,0.2,391.08,True,gift wrap
2024-12-21,South,Electronics,Online,Consumer,SKU-1035,2,13.86,0.15,23.56,False,
2025-02-04,South,Toys,Online,Consumer,SKU-1011,2,10.51,0.1,18.92,False,expedited shipping requested
2025-12-20,West,Sports,Online,Consumer,SKU-1026,3,38.91,0.1,105.06,False,bulk order
2025-02-03,South,Books,Marketplace,SMB,SKU-1052,2,79.08,0.1,142.34,False,first-time customer
2025-05-02,Central,Electronics,Online,Consumer,SKU-1109,1,126.49,0.0,126.49,False,
2025-11-14,East,Toys,Online,Consumer,SKU-1018,7,43.76,0.05,291.0,True,
2025-12-02,East,Apparel,Online,Enterprise,SKU-1008,5,54.42,0.05,258.5,True,gift wrap
2025-09-20,Central,Home & Kitchen,Online,Consumer,SKU-1051,4,16.98,0.05,64.52,False,promo code applied
2025-03-01,South,Home & Kitchen,Partner,SMB,SKU-1087,7,112.5,0.15,669.38,True,
2025-05-13,North,Sports,Marketplace,Consumer,SKU-1107,8,49.02,0.0,392.16,True,
2025-06-17,East,Electronics,Partner,Consumer,SKU-1016,4,92.02,0.1,331.27,False,
2025-04-16,South,Sports,Marketplace,Consumer,SKU-1001,2,104.63,0.0,209.26,True,
2025-02-05,North ,Sports,Online,Consumer,SKU-1037,3,59.35,0.0,178.05,False,
2025-02-25,West,Home & Kitchen,Online,Consumer,SKU-1062,5,72.15,0.05,342.71,True,expedited shipping requested
2025-07-13,South,Electronics,Marketplace,Consumer,SKU-1035,3,52.01,0.0,156.03,False,
2025-03-26,Central,Electronics,Online,Enterprise,SKU-1019,3,96.8,0.0,290.4,False,
2025-07-13,Central,Home & Kitchen,Retail Store,Consumer,SKU-1023,3,84.16,0.05,239.86,False,expedited shipping requested
2026-05-17,North,Toys,Online,Consumer,SKU-1009,8,65.84,0.2,421.38,False,expedited shipping requested
2025-09-01,Central,Apparel,Online,SMB,SKU-1060,4,73.26,0.0,293.04,True,
2026-04-30,East,Books,Partner,Enterprise,SKU-1001,2,60.91,0.0,121.82,True,
2025-02-17,East ,Sports,Retail Store,Consumer,SKU-1090,3,43.43,0.0,130.29,True,first-time customer
2025-07-31,Central,Books,Marketplace,Consumer,SKU-1055,2,13.76,0.0,27.52,True,expedited shipping requested
2025-05-31,South,Books,Partner,SMB,SKU-1031,6,93.73,0.05,534.26,False,gift wrap
2025-07-28,East,Electronics,Online,SMB,SKU-1101,4,97.79,0.05,371.6,True,promo code applied
2026-01-09,West,Toys,Online,Consumer,SKU-1018,6,31.72,0.15,161.77,True,
2025-07-06,Central,Home & Kitchen,Online,Consumer,SKU-1017,8,122.57,0.0,980.56,False,expedited shipping requested
2026-05-06,Central,Apparel,Online,Consumer,SKU-1024,1,24.12,0.05,22.91,False,expedited shipping requested
2025-12-31,Central,Home & Kitchen,Online,Consumer,SKU-1047,8,122.95,0.1,885.24,True,
2025-03-15,North,Electronics,Partner,Consumer,SKU-1006,5,66.15,0.0,330.75,False,first-time customer
2026-03-29,West,Apparel,Marketplace,Consumer,SKU-1048,5,50.75,0.0,253.75,False,
2025-06-08,Central,Books,Retail Store,Enterprise,SKU-1046,2,88.59,0.0,177.18,True,expedited shipping requested
2025-05-08,East,Electronics,Online,SMB,SKU-1000,5,71.83,0.15,305.28,True,
2025-04-29,East,Apparel,Online,Consumer,SKU-1071,9,38.72,0.2,278.78,False,bulk order
2025-11-24,West,Books,Online,Consumer,SKU-1089,3,70.43,0.0,211.29,False,
2025-06-23,North,Electronics,Marketplace,Consumer,SKU-1065,2,45.08,0.0,90.16,True,
2026-01-15,Central,Toys,Marketplace,Consumer,SKU-1040,2,77.36,0.05,146.98,False,
2025-04-11,North,Apparel,Online,SMB,SKU-1006,5,,0.2,255.0,True,
2024-12-30,North,Electronics,Online,Consumer,SKU-1093,8,140.24,0.2,897.54,False,expedited shipping requested
2025-01-23,West,Toys,Online,Consumer,SKU-1119,1,66.06,0.05,62.76,False,
2025-05-30,South,Apparel,Retail Store,Enterprise,SKU-1079,5,83.22,0.0,416.1,True,
2026-02-08,Central,Sports,Online,SMB,SKU-1083,2,61.7,0.05,117.23,True,
2025-11-27,West,Home & Kitchen,Online,Consumer,SKU-1098,5,20.9,0.0,104.5,False,promo code applied
2025-09-08,South,Electronics,Marketplace,Consumer,SKU-1087,9,47.7,0.2,343.44,False,promo code applied
2026-01-18,West,Apparel,Online,Enterprise,SKU-1101,2,100.13,0.1,180.23,False,first-time customer
2025-01-01,South,Electronics,Online,Consumer,SKU-1048,1,148.35,0.2,118.68,True,
2025-11-21,West,Toys,Partner,SMB,SKU-1046,2,21.71,0.1,39.08,False,
2025-12-21,West,Home & Kitchen,Online,Consumer,SKU-1007,4,15.57,0.1,56.05,False,
2025-10-30,West,Electronics,Retail Store,Consumer,SKU-1036,7,91.06,0.1,573.68,True,
2026-03-25,East,Home & Kitchen,Marketplace,Consumer,SKU-1088,3,,0.1,161.22,False,gift wrap
2025-04-12,West,Home & Kitchen,Retail Store,SMB,SKU-1092,10,139.61,0.0,1396.1,False,
2025-07-20,North,Apparel,Online,Consumer,SKU-1013,3,85.49,0.1,230.82,False,
2026-02-08,East,Home & Kitchen,Marketplace,Consumer,SKU-1012,6,21.92,0.2,105.22,True,
2026-02-22,West,Electronics,Marketplace,Consumer,SKU-1051,6,20.81,0.15,106.13,False,bulk order
2025-04-12,North,Electronics,Partner,Consumer,SKU-1041,9,,0.0,289.71,True,first-time customer
2026-03-01,North,Sports,Retail Store,Consumer,SKU-1036,2,107.89,0.0,215.78,True,
2025-04-24,North,Apparel,Retail Store,Consumer,SKU-1008,1,,0.2,50.31,True,expedited shipping requested
2026-05-15,Central,Electronics,Partner,SMB,SKU-1015,10,109.79,0.0,1097.9,False,
2025-07-28,North,Apparel,Marketplace,SMB,SKU-1014,6,35.5,0.15,181.05,False,
2025-08-07,West,Books,Marketplace,Consumer,SKU-1003,8,48.84,0.2,312.58,False,
2025-12-11,South,Home & Kitchen,Online,SMB,SKU-1094,8,56.19,0.15,382.09,True,
2025-02-23,West,Electronics,Retail Store,Consumer,SKU-1102,1,23.81,0.2,19.05,True,
2025-02-24,West,Electronics,Online,Consumer,SKU-1030,4,61.01,0.0,244.04,False,first-time customer
2024-12-24,East,Home & Kitchen,Online,Consumer,SKU-1096,9,48.67,0.0,438.03,False,first-time customer
2025-09-21,North,Apparel,Retail Store,Consumer,SKU-1024,3,21.71,0.05,61.87,False,
2025-01-01,Central,Electronics,Partner,SMB,SKU-1107,11,23.98,0.0,263.78,True,
2025-07-25,Central,Electronics,Online,Consumer,SKU-1113,8,21.67,0.05,164.69,True,
2025-08-27,North,Apparel,Retail Store,SMB,SKU-1012,8,47.69,0.05,362.44,True,bulk order
2025-12-01,East,Toys,Online,SMB,SKU-1077,9,41.1,0.0,369.9,False,expedited shipping requested
2026-02-04,West,Toys,Online,SMB,SKU-1078,5,82.66,0.0,413.3,False,bulk order
2025-11-26,East,Apparel,Marketplace,SMB,SKU-1084,11,14.95,0.0,164.45,False,first-time customer
2025-02-28,South,Electronics,Retail Store,Consumer,SKU-1077,1,66.11,0.2,52.89,True,gift wrap
2025-04-28,Central,Sports,Marketplace,SMB,SKU-1111,2,80.78,0.1,145.4,False,
2025-07-16,Central,Books,Online,SMB,SKU-1037,1,39.21,0.1,35.29,False,
2025-12-05,West,Home & Kitchen,Online,Consumer,SKU-1038,2,24.49,0.1,44.08,False,first-time customer
2025-07-24,South,Electronics,Partner,Consumer,SKU-1097,7,29.01,0.0,203.07,False,
2025-01-23,East,Home & Kitchen,Retail Store,Consumer,SKU-1072,7,42.23,0.2,236.49,True,first-time customer
2025-08-10,South,Electronics,Online,Consumer,SKU-1009,4,60.48,0.15,205.63,True,
2026-01-10,West,Electronics,Partner,SMB,SKU-1012,11,57.9,0.15,541.36,True,
2025-07-15,North,Home & Kitchen,Retail Store,SMB,SKU-1117,7,84.24,0.0,589.68,False,promo code applied
2026-01-28,West,Home & Kitchen,Retail Store,Consumer,SKU-1090,8,117.08,0.1,842.98,True,
2025-06-30,Central,Electronics,Online,Consumer,SKU-1028,8,29.94,0.1,215.57,False,expedited shipping requested
2025-04-14,South,Electronics,Retail Store,Consumer,SKU-1102,1,32.3,0.1,29.07,False,bulk order
2025-01-05,South,Apparel,Online,SMB,SKU-1102,9,43.59,0.15,333.46,True,promo code applied
2026-04-07,East,Home & Kitchen,Online,Consumer,SKU-1027,5,41.46,0.1,186.57,False,promo code applied
2025-11-22,Central,Electronics,Online,SMB,SKU-1077,5,14.6,0.0,73.0,True,bulk order
2025-01-07,East,Electronics,Online,Consumer,SKU-1038,5,79.19,0.05,376.15,True,
2026-02-01,North,Home & Kitchen,Online,Consumer,SKU-1075,4,52.79,0.05,200.6,False,promo code applied
2026-01-11,West,Electronics,Online,Consumer,SKU-1081,1,48.03,0.2,38.42,False,expedited shipping requested
2025-09-03,East,Sports,Retail Store,Consumer,SKU-1005,5,43.49,0.0,217.45,True,
2025-01-03,North,Electronics,Online,Consumer,SKU-1096,6,24.92,0.1,134.57,False,expedited shipping requested
2026-04-08,South,Home & Kitchen,Online,Enterprise,SKU-1116,3,59.76,0.05,170.32,False,bulk order
2025-06-07,East,Toys,Marketplace,Enterprise,SKU-1037,3,86.1,0.0,258.3,True,
2025-04-29,North,Electronics,Online,Enterprise,SKU-1018,11,54.96,0.0,604.56,True,gift wrap
2025-03-31,South,Electronics,Marketplace,Consumer,SKU-1093,9,48.68,0.2,350.5,False,
2025-05-17,Central,Apparel,Online,SMB,SKU-1021,7,76.13,0.15,452.97,True,
2025-02-06,West,Apparel,Retail Store,SMB,SKU-1057,7,68.21,0.0,477.47,True,gift wrap
2025-04-24,North,Electronics,Online,Consumer,SKU-1119,6,27.96,0.0,167.76,False,
2025-09-13,North,Books,Marketplace,Consumer,SKU-1103,6,84.42,0.2,405.22,True,
2025-10-30,East,Home & Kitchen,Online,SMB,SKU-1075,8,65.59,0.0,524.72,False,bulk order
2025-05-15,West,Toys,Online,SMB,SKU-1065,6,59.18,0.0,355.08,True,bulk order
2025-01-23,South,Apparel,Retail Store,SMB,SKU-1000,7,89.54,0.2,501.42,False,bulk order
2025-02-25,East,Books,Online,Consumer,SKU-1093,9,19.49,0.1,157.87,False,
2025-07-12,East,Home & Kitchen,Online,SMB,SKU-1025,6,127.03,0.15,647.85,False,expedited shipping requested
2026-02-03,North,Home & Kitchen,Online,SMB,SKU-1084,8,30.28,0.05,230.13,True,first-time customer
2024-12-21,Central,Home & Kitchen,Online,SMB,SKU-1112,3,44.9,0.0,134.7,False,
2026-01-14,South,Electronics,Online,Consumer,SKU-1101,5,71.11,0.0,355.55,False,bulk order
2026-02-16,Central,Home & Kitchen,Partner,Consumer,SKU-1057,1,62.48,0.1,56.23,True,
2025-04-30,Central,Electronics,Online,Consumer,SKU-1072,3,46.17,0.0,138.51,True,
2025-12-05,East,Books,Online,Consumer,SKU-1007,11,34.39,0.05,359.38,True,expedited shipping requested
2025-03-06,North,Toys,Online,SMB,SKU-1042,5,116.9,0.15,496.82,True,
2026-02-03,West,Home & Kitchen,Retail Store,SMB,SKU-1066,9,44.13,0.0,397.17,False,
2026-03-14,South,Apparel,Online,Consumer,SKU-1014,10,84.33,0.0,843.3,True,
2025-07-25,East,Sports,Retail Store,Consumer,SKU-1097,9,23.71,0.2,170.71,False,bulk order
2025-03-20,North,Apparel,Online,Consumer,SKU-1069,9,53.23,0.0,479.07,False,bulk order
2025-05-27,East,Books,Partner,Consumer,SKU-1026,5,97.3,0.1,437.85,True,bulk order
2026-04-03,East ,Sports,Online,Consumer,SKU-1000,3,41.86,0.0,125.58,True,promo code applied
2026-01-28,North,Electronics,Partner,Consumer,SKU-1055,11,44.17,0.15,412.99,False,first-time customer
2025-09-06,North,Electronics,Partner,Consumer,SKU-1106,1,49.85,0.05,47.36,True,bulk order
2026-01-16,East,Toys,Marketplace,SMB,SKU-1084,6,29.91,0.2,143.57,False,
2025-09-07,North,Sports,Online,Consumer,SKU-1042,4,44.72,0.0,178.88,False,
2026-02-21,South,Electronics,Online,SMB,SKU-1081,7,101.32,0.2,567.39,False,
2024-12-01,North,Apparel,Retail Store,Consumer,SKU-1012,5,106.66,0.0,533.3,True,first-time customer
2026-04-11,West,Books,Online,Consumer,SKU-1020,8,16.41,0.0,131.28,False,
2025-11-02,East,Electronics,Marketplace,Consumer,SKU-1033,7,53.68,0.15,319.4,True,bulk order
2025-07-18,South,Electronics,Online,Enterprise,SKU-1052,1,80.43,0.2,64.34,True,bulk order
2024-12-23,Central,Home & Kitchen,Retail Store,Consumer,SKU-1092,4,79.15,0.0,316.6,False,first-time customer
2026-03-03,North,Electronics,Partner,SMB,SKU-1034,6,44.81,0.0,268.86,False,first-time customer
2025-11-20,West,Apparel,Online,SMB,SKU-1016,8,29.53,0.0,236.24,True,
2025-02-26,East,Books,Marketplace,Enterprise,SKU-1000,3,71.03,0.1,191.78,False,
2024-12-02,Central,Apparel,Online,SMB,SKU-1101,5,36.57,0.0,182.85,True,
2026-05-07,West,Home & Kitchen,Online,Consumer,SKU-1047,10,68.82,0.0,688.2,True,gift wrap
2025-11-20,Central,Toys,Partner,Consumer,SKU-1047,11,78.81,0.0,866.91,False,
2026-04-10,South,Apparel,Online,SMB,SKU-1016,7,34.78,0.0,243.46,False,
2026-01-31,North,Sports,Marketplace,Consumer,SKU-1043,8,90.73,0.0,725.84,True,
2025-07-18,Central,Sports,Online,SMB,SKU-1073,1,43.2,0.0,43.2,True,
2025-02-14,South,Apparel,Online,Enterprise,SKU-1100,9,71.16,0.0,640.44,False,first-time customer
2025-07-09,West,Home & Kitchen,Marketplace,Enterprise,SKU-1018,3,85.95,0.0,257.85,False,gift wrap
2025-11-30,East,Apparel,Online,SMB,SKU-1053,1,55.23,0.1,49.71,False,bulk order
2025-12-23,Central,Toys,Partner,Consumer,SKU-1107,3,48.09,0.1,129.84,False,first-time customer
2025-12-26,Central,Toys,Online,Consumer,SKU-1008,10,21.7,0.1,195.3,False,
2025-09-08,North,Electronics,Partner,Consumer,SKU-1056,9,133.17,0.05,1138.6,True,
2025-07-17,East,Electronics,Retail Store,SMB,SKU-1048,4,113.86,0.0,455.44,False,
2025-10-17,West,Home & Kitchen,Marketplace,Consumer,SKU-1083,1,17.18,0.15,14.6,False,
2025-01-19,West ,Toys,Online,Consumer,SKU-1117,5,36.35,0.0,181.75,False,expedited shipping requested
2026-01-19,South,Home & Kitchen,Retail Store,Consumer,SKU-1111,1,17.9,0.0,17.9,True,
2026-03-11,North,Home & Kitchen,Marketplace,Consumer,SKU-1087,7,35.35,0.0,247.45,False,
2025-02-27,North,Electronics,Marketplace,SMB,SKU-1082,1,95.9,0.15,81.52,False,expedited shipping requested
2026-03-15,North,Toys,Online,Consumer,SKU-1004,7,52.78,0.05,350.99,False,
2026-04-27,South,Apparel,Retail Store,Consumer,SKU-1028,1,32.08,0.05,30.48,False,first-time customer
2026-01-11,West,Toys,Partner,Consumer,SKU-1100,9,45.57,0.0,410.13,False,
2025-08-02,West,Electronics,Online,Enterprise,SKU-1040,3,105.95,0.1,286.07,False,expedited shipping requested
2025-12-29,Central,Toys,Retail Store,Consumer,SKU-1088,3,17.0,0.05,48.45,True,expedited shipping requested
2026-03-27,West,Sports,Retail Store,SMB,SKU-1044,5,57.58,0.1,259.11,True,
2025-07-25,North,Home & Kitchen,Retail Store,Consumer,SKU-1093,7,83.65,0.0,585.55,False,
2025-01-29,Central,Electronics,Marketplace,Enterprise,SKU-1005,8,65.66,0.2,420.22,False,bulk order
